Filename,Image_Type,Human_ID,State,Target_IDs,Gaze
conversation_1771951446458.jpg,Annotated,1,conversation,[2],at_target
conversation_1771951446458.jpg,Annotated,2,conversation,[1],at_target
conversation_1771951446458.jpg,Grayscale,1,conversation,[2],at_target
conversation_1771951446458.jpg,Grayscale,2,conversation,[1],at_target
conversation_1771951462977.jpg,Annotated,1,conversation,[2],at_target
conversation_1771951462977.jpg,Annotated,2,conversation,[1],at_target
conversation_1771951462977.jpg,Grayscale,1,conversation,[2],at_target
conversation_1771951462977.jpg,Grayscale,2,conversation,[1],at_target
conversation_1771951532229.jpg,Annotated,1,ignoring,[],forward
conversation_1771951532229.jpg,Annotated,2,photography,[],forward
conversation_1771951532229.jpg,Grayscale,1,ignoring,[],forward
conversation_1771951532229.jpg,Grayscale,2,sharedtask,[],forward
conversation_1771951547877.jpg,Annotated,1,sharedtask,[2],at_target
conversation_1771951547877.jpg,Annotated,2,sharedtask,[1],at_target
conversation_1771951547877.jpg,Grayscale,1,sharedtask,[2],at_target
conversation_1771951547877.jpg,Grayscale,2,sharedtask,[1],at_target
conversation_1771951646249.jpg,Annotated,1,ignoring,[],left
conversation_1771951646249.jpg,Annotated,2,ignoring,[],forward
conversation_1771951646249.jpg,Grayscale,1,conversation,[2],at_target
conversation_1771951646249.jpg,Grayscale,2,conversation,[1],at_target
ignoring_1771951585048.jpg,Annotated,1,ignoring,[],left
ignoring_1771951585048.jpg,Grayscale,1,ignoring,[],left
ignoring_1771951591905.jpg,ERROR,ERROR,ERROR,,
ignoring_1771951695608.jpg,Annotated,1,ignoring,[],forward
ignoring_1771951695608.jpg,Annotated,2,ignoring,[],forward
ignoring_1771951695608.jpg,Grayscale,1,ignoring,[],forward
ignoring_1771951695608.jpg,Grayscale,2,ignoring,[],forward
ignoring_1771951707113.jpg,Annotated,1,ignoring,[],forward
ignoring_1771951707113.jpg,Annotated,2,ignoring,[],forward
ignoring_1771951707113.jpg,Grayscale,1,ignoring,[],forward
ignoring_1771951707113.jpg,Grayscale,2,ignoring,[],forward
ignoring_1771951724046.jpg,Annotated,1,ignoring,[],forward
ignoring_1771951724046.jpg,Annotated,2,ignoring,[],forward
ignoring_1771951724046.jpg,Grayscale,1,ignoring,[],forward
ignoring_1771951724046.jpg,Grayscale,2,ignoring,[],left
ignoring_1771951747549.jpg,Annotated,1,ignoring,[],forward
ignoring_1771951747549.jpg,Annotated,2,photography,[],at_target
ignoring_1771951747549.jpg,Grayscale,1,ignoring,[],forward
ignoring_1771951747549.jpg,Grayscale,2,ignoring,[],forward
ignoring_1771951757277.jpg,Annotated,1,ignoring,[],forward
ignoring_1771951757277.jpg,Annotated,2,ignoring,[],forward
ignoring_1771951757277.jpg,Grayscale,1,ignoring,[],forward
ignoring_1771951757277.jpg,Grayscale,2,ignoring,[],forward
ignoring_1771951795854.jpg,Annotated,1,ignoring,[],forward
ignoring_1771951795854.jpg,Annotated,2,sharedtask,[],forward
ignoring_1771951795854.jpg,Grayscale,1,ignoring,[],forward
ignoring_1771951795854.jpg,Grayscale,2,sharedtask,[],forward
parallelwalking_1771952328740.jpg,Annotated,1,parallelwalking,[2],forward
parallelwalking_1771952328740.jpg,Annotated,2,parallelwalking,[1],forward
parallelwalking_1771952328740.jpg,Grayscale,1,ignoring,[],forward
parallelwalking_1771952328740.jpg,Grayscale,2,ignoring,[],forward
parallelwalking_1771952359601.jpg,Annotated,1,ignoring,[],left
parallelwalking_1771952359601.jpg,Annotated,2,ignoring,[],forward
parallelwalking_1771952359601.jpg,Grayscale,1,ignoring,[],left
parallelwalking_1771952359601.jpg,Grayscale,2,ignoring,[],forward
parallelwalking_1771952374215.jpg,Annotated,1,ignoring,[],forward
parallelwalking_1771952374215.jpg,Annotated,2,ignoring,[],backward
parallelwalking_1771952374215.jpg,Grayscale,1,ignoring,[],forward
parallelwalking_1771952374215.jpg,Grayscale,2,ignoring,[],backward
parallelwalking_1771952392699.jpg,ERROR,ERROR,ERROR,,
parallelwalking_1771952408138.jpg,Annotated,1,conversation,[2],at_target
parallelwalking_1771952408138.jpg,Annotated,2,conversation,[1],at_target
parallelwalking_1771952408138.jpg,Grayscale,1,ignoring,[],forward
parallelwalking_1771952408138.jpg,Grayscale,2,ignoring,[],forward
photography_1771951181665.jpg,Annotated,1,conversation,[2],at_target
photography_1771951181665.jpg,Annotated,2,photography,[1],at_target
photography_1771951181665.jpg,Grayscale,1,conversation,[2],at_target
photography_1771951181665.jpg,Grayscale,2,photography,[1],at_target
photography_1771951209372.jpg,Annotated,1,conversation,[2],at_target
photography_1771951209372.jpg,Annotated,2,conversation,[1],at_target
photography_1771951209372.jpg,Grayscale,1,conversation,[2],at_target
photography_1771951209372.jpg,Grayscale,2,conversation,[1],at_target
photography_1771951267174.jpg,Annotated,1,photography,[2],at_target
photography_1771951267174.jpg,Annotated,2,presenting,[1],at_target
photography_1771951267174.jpg,Grayscale,1,photography,[2],at_target
photography_1771951267174.jpg,Grayscale,2,presenting,[1],at_target
photography_1771951272391.jpg,Annotated,1,photography,[2],at_target
photography_1771951272391.jpg,Annotated,2,presenting,[1],at_target
photography_1771951272391.jpg,Grayscale,1,photography,[2],at_target
photography_1771951272391.jpg,Grayscale,2,photography,[1],at_target
photography_1771951303398.jpg,Annotated,1,photography,[],forward
photography_1771951303398.jpg,Grayscale,1,photography,[],forward
playing_1771951899263.jpg,Annotated,1,playing,[2],at_target
playing_1771951899263.jpg,Annotated,2,playing,[1],at_target
playing_1771951899263.jpg,Grayscale,1,conversation,[2],at_target
playing_1771951899263.jpg,Grayscale,2,conversation,[1],at_target
playing_1771951914834.jpg,Annotated,1,sharedtask,[2],at_target
playing_1771951914834.jpg,Annotated,2,sharedtask,[1],at_target
playing_1771951914834.jpg,Grayscale,1,sharedtask,[2],at_target
playing_1771951914834.jpg,Grayscale,2,sharedtask,[1],at_target
